date,STATION,faw_obs,faw_model,residual
2023-03-18,Overbrook,0.864,0.913,-0.049
2023-03-18,Parsons,0.643,0.685,-0.041
2023-03-18,Phillipsburg 1SW,0.541,0.448,0.092
2023-03-18,Richfield,0.023,0.020,0.003
2023-03-18,Rossville 2SE,0.864,0.773,0.091
2023-03-18,Roth Tech Farm,0.097,0.161,-0.064
2023-03-18,Russell Springs 3SW,0.545,0.383,0.162
2023-03-18,Satanta,-0.005,0.012,-0.018
2023-03-18,Scott City 3SE,0.128,0.256,-0.128
2023-03-18,Sedan,0.585,0.625,-0.040
2023-03-18,Silver Lake 4E,0.818,0.686,0.132
2023-03-18,Spearville,0.439,0.159,0.280
2023-03-18,St John 1NW,0.404,0.470,-0.066
2023-03-18,Tribune,0.376,0.363,0.013
2023-03-18,Uniontown 3NW,0.648,0.682,-0.035
2023-03-18,Viola,0.417,0.376,0.041
2023-03-18,WaKeeney,0.189,0.312,-0.124
2023-03-18,Washington,0.644,0.414,0.230
2023-03-18,Willis Tech Farm,0.061,0.073,-0.012
2023-03-18,Woodson,0.677,0.734,-0.057
2023-03-19,Ashland 8S,0.068,0.152,-0.083
2023-03-19,Ashland Bottoms,0.797,0.748,0.049
2023-03-19,Belleville 2W,0.637,0.576,0.061
2023-03-19,Butler,0.638,0.616,0.023
2023-03-19,Cherokee,0.866,0.838,0.028
2023-03-19,Corning 2NW,0.766,0.847,-0.082
2023-03-19,Elmdale 1SE,0.632,0.834,-0.201
2023-03-19,Flickner Tech Farm,0.397,0.305,0.092
2023-03-19,Gypsum,0.585,0.471,0.114
2023-03-19,Harper,0.293,0.274,0.018
2023-03-19,Hays,0.370,0.377,-0.008
2023-03-19,Haysville 3SE,0.451,0.661,-0.209
2023-03-19,Hiawatha,0.823,0.829,-0.006
2023-03-19,Howard 14NW,0.827,0.528,0.298
2023-03-19,Hutchinson 10SW,0.273,0.298,-0.025
2023-03-19,Jewell,0.403,0.362,0.041
2023-03-19,Lake City,0.410,0.420,-0.010
2023-03-19,Lane,0.204,0.231,-0.027
2023-03-19,Manhattan,0.766,0.749,0.018
2023-03-19,Miami,0.933,0.945,-0.012
2023-03-19,Mitchell,0.230,0.259,-0.029
2023-03-19,Olathe,0.859,0.953,-0.094
2023-03-19,Osborne,0.120,0.242,-0.122
2023-03-19,Oskaloosa 1SE,0.803,0.904,-0.100
2023-03-19,Ottawa 2SE,0.933,0.749,0.184
2023-03-19,Overbrook,0.824,0.910,-0.086
2023-03-19,Parsons,0.636,0.681,-0.045
2023-03-19,Rossville 2SE,0.839,0.771,0.068
2023-03-19,Roth Tech Farm,0.095,0.161,-0.066
2023-03-19,Russell Springs 3SW,0.538,0.384,0.154
2023-03-19,Sedan,0.577,0.625,-0.049
2023-03-19,Silver Lake 4E,0.802,0.685,0.118
2023-03-19,St John 1NW,0.397,0.464,-0.068
2023-03-19,Uniontown 3NW,0.643,0.679,-0.036
2023-03-19,Washington,0.625,0.418,0.208
2023-03-19,Woodson,0.663,0.732,-0.069
2023-03-20,Ashland 8S,0.072,0.151,-0.079
2023-03-20,Ashland Bottoms,0.791,0.753,0.038
2023-03-20,Belleville 2W,0.635,0.585,0.050
2023-03-20,Butler,0.636,0.616,0.020
2023-03-20,Cherokee,0.861,0.833,0.028
2023-03-20,Cheyenne,0.576,0.524,0.052
2023-03-20,Colby,0.568,0.481,0.087
2023-03-20,Corning 2NW,0.762,0.849,-0.087
2023-03-20,Elmdale 1SE,0.630,0.834,-0.204
2023-03-20,Flickner Tech Farm,0.395,0.306,0.088
2023-03-20,Garden City,0.106,0.158,-0.052
2023-03-20,Gove 5SE,0.405,0.351,0.053
2023-03-20,Gypsum,0.582,0.476,0.106
2023-03-20,Harper,0.291,0.271,0.020
2023-03-20,Hays,0.370,0.373,-0.003
2023-03-20,Haysville 3SE,0.449,0.658,-0.209
2023-03-20,Hiawatha,0.826,0.826,-0.001
2023-03-20,Hodgeman,0.102,0.196,-0.094
2023-03-20,Howard 14NW,0.821,0.530,0.290
2023-03-20,Hutchinson 10SW,0.269,0.297,-0.028
2023-03-20,Jewell,0.402,0.366,0.037
2023-03-20,Lake City,0.408,0.416,-0.007
2023-03-20,Lakin,0.234,0.131,0.103
2023-03-20,Lane,0.206,0.232,-0.025
2023-03-20,Leoti,0.079,0.243,-0.164
2023-03-20,Ludell 3N,0.630,0.647,-0.017
2023-03-20,Manhattan,0.765,0.753,0.011
2023-03-20,McPherson 1S,0.284,0.408,-0.124
2023-03-20,Meade,0.025,0.037,-0.013
2023-03-20,Miami,0.924,0.941,-0.017
2023-03-20,Mitchell,0.228,0.263,-0.035
2023-03-20,Moscow 10NW,0.033,0.020,0.013
2023-03-20,Norton 4SW,0.405,0.321,0.084
2023-03-20,Oberlin 7NE,0.266,0.434,-0.168
2023-03-20,Olathe,0.859,0.949,-0.090
2023-03-20,Osborne,0.123,0.241,-0.118
2023-03-20,Oskaloosa 1SE,0.800,0.901,-0.100
2023-03-20,Ottawa 2SE,0.930,0.747,0.182
2023-03-20,Overbrook,0.812,0.908,-0.096
2023-03-20,Parsons,0.629,0.679,-0.049
2023-03-20,Phillipsburg 1SW,0.525,0.442,0.083
2023-03-20,Richfield,0.027,0.024,0.003
2023-03-20,Rossville 2SE,0.835,0.772,0.063
2023-03-20,Roth Tech Farm,0.099,0.162,-0.063
2023-03-20,Russell Springs 3SW,0.536,0.387,0.149
2023-03-20,Satanta,-0.003,0.014,-0.017
2023-03-20,Scott City 3SE,0.127,0.257,-0.129
2023-03-20,Sedan,0.573,0.627,-0.054
2023-03-20,Silver Lake 4E,0.794,0.685,0.108
2023-03-20,Spearville,0.435,0.160,0.274
2023-03-20,St John 1NW,0.391,0.460,-0.069
2023-03-20,Tribune,0.375,0.368,0.007
2023-03-20,Uniontown 3NW,0.640,0.677,-0.037
2023-03-20,Viola,0.406,0.369,0.037
2023-03-20,WaKeeney,0.189,0.307,-0.118
2023-03-20,Washington,0.624,0.431,0.193
2023-03-20,Willis Tech Farm,0.066,0.075,-0.010
2023-03-20,Woodson,0.656,0.731,-0.075
2023-03-21,Ashland 8S,0.077,0.148,-0.072
2023-03-21,Ashland Bottoms,0.795,0.753,0.042
2023-03-21,Belleville 2W,0.634,0.590,0.043
2023-03-21,Butler,0.638,0.611,0.027
2023-03-21,Cherokee,0.852,0.826,0.026
2023-03-21,Cheyenne,0.579,0.525,0.054
2023-03-21,Clay,0.214,0.419,-0.204
2023-03-21,Colby,0.571,0.478,0.093
2023-03-21,Corning 2NW,0.757,0.847,-0.090
2023-03-21,Elmdale 1SE,0.632,0.829,-0.197
2023-03-21,Flickner Tech Farm,0.395,0.302,0.092
2023-03-21,Garden City,0.116,0.154,-0.038
2023-03-21,Gove 5SE,0.405,0.346,0.059
2023-03-21,Gypsum,0.583,0.475,0.109
2023-03-21,Harper,0.288,0.266,0.022
2023-03-21,Hays,0.370,0.367,0.003
2023-03-21,Haysville 3SE,0.448,0.651,-0.203
2023-03-21,Hiawatha,0.823,0.821,0.003
2023-03-21,Hodgeman,0.108,0.194,-0.086
2023-03-21,Howard 14NW,0.815,0.529,0.287
2023-03-21,Hutchinson 10SW,0.263,0.291,-0.028
2023-03-21,Jewell,0.402,0.366,0.036
2023-03-21,Lake City,0.408,0.410,-0.001
2023-03-21,Lakin,0.240,0.128,0.112
2023-03-21,Lane,0.215,0.227,-0.012
2023-03-21,Leoti,0.091,0.239,-0.148
2023-03-21,Ludell 3N,0.632,0.642,-0.010
2023-03-21,Manhattan,0.768,0.754,0.014
2023-03-21,McPherson 1S,0.283,0.404,-0.121
2023-03-21,Meade,0.028,0.035,-0.008
2023-03-21,Miami,0.915,0.934,-0.019
2023-03-21,Mitchell,0.231,0.263,-0.032
2023-03-21,Moscow 10NW,0.048,0.018,0.030
2023-03-21,Norton 4SW,0.411,0.317,0.094
2023-03-21,Oberlin 7NE,0.275,0.429,-0.154
2023-03-21,Olathe,0.844,0.942,-0.097
2023-03-21,Osborne,0.130,0.238,-0.108
2023-03-21,Oskaloosa 1SE,0.797,0.895,-0.098
2023-03-21,Ottawa 2SE,0.924,0.742,0.182
2023-03-21,Overbrook,0.791,0.903,-0.112
2023-03-21,Parsons,0.624,0.673,-0.049
2023-03-21,Phillipsburg 1SW,0.523,0.437,0.086
2023-03-21,Richfield,0.036,0.023,0.013
2023-03-21,Rossville 2SE,0.814,0.769,0.045
2023-03-21,Roth Tech Farm,0.109,0.158,-0.049
2023-03-21,Russell Springs 3SW,0.538,0.383,0.155
2023-03-21,Satanta,0.004,0.012,-0.008
2023-03-21,Scott City 3SE,0.136,0.252,-0.116
2023-03-21,Sedan,0.573,0.625,-0.053
2023-03-21,Silver Lake 4E,0.786,0.683,0.104
2023-03-21,Spearville,0.437,0.158,0.279
2023-03-21,St John 1NW,0.383,0.453,-0.070
2023-03-21,Tribune,0.384,0.364,0.021
2023-03-21,Uniontown 3NW,0.637,0.671,-0.034
2023-03-21,Viola,0.403,0.364,0.039
2023-03-21,WaKeeney,0.200,0.302,-0.101
2023-03-21,Washington,0.627,0.440,0.187
2023-03-21,Willis Tech Farm,0.074,0.072,0.002
2023-03-21,Woodson,0.663,0.727,-0.064
2023-03-22,Ashland 8S,0.083,0.147,-0.064
2023-03-22,Ashland Bottoms,0.794,0.747,0.048
2023-03-22,Belleville 2W,0.631,0.588,0.044
2023-03-22,Butler,0.639,0.605,0.034
2023-03-22,Cherokee,0.902,0.830,0.072
2023-03-22,Cheyenne,0.579,0.525,0.054
2023-03-22,Clay,0.216,0.416,-0.200
2023-03-22,Colby,0.574,0.475,0.099
2023-03-22,Corning 2NW,0.748,0.840,-0.091
2023-03-22,Elmdale 1SE,0.633,0.821,-0.188
2023-03-22,Flickner Tech Farm,0.396,0.296,0.100
2023-03-22,Garden City,0.119,0.151,-0.032
2023-03-22,Gove 5SE,0.401,0.342,0.059
2023-03-22,Gypsum,0.585,0.469,0.117
2023-03-22,Harper,0.286,0.260,0.026
2023-03-22,Hays,0.371,0.361,0.010
2023-03-22,Haysville 3SE,0.447,0.643,-0.197
2023-03-22,Hiawatha,0.821,0.812,0.009
2023-03-22,Hodgeman,0.111,0.192,-0.081
2023-03-22,Howard 14NW,0.835,0.525,0.310
2023-03-22,Hutchinson 10SW,0.253,0.284,-0.032
2023-03-22,Jewell,0.404,0.363,0.041
2023-03-22,Lake City,0.408,0.404,0.004
2023-03-22,Lakin,0.241,0.125,0.116
2023-03-22,Lane,0.217,0.224,-0.007
2023-03-22,Leoti,0.088,0.236,-0.148
2023-03-22,Ludell 3N,0.634,0.638,-0.004
2023-03-22,Manhattan,0.771,0.748,0.023
2023-03-22,McPherson 1S,0.293,0.397,-0.104
2023-03-22,Meade,0.031,0.035,-0.004
2023-03-22,Miami,0.954,0.939,0.015
2023-03-22,Mitchell,0.238,0.259,-0.022
2023-03-22,Moscow 10NW,0.058,0.017,0.041
2023-03-22,Norton 4SW,0.413,0.313,0.100
2023-03-22,Oberlin 7NE,0.279,0.424,-0.145
2023-03-22,Olathe,0.962,0.973,-0.010
2023-03-22,Osborne,0.138,0.233,-0.095
2023-03-22,Oskaloosa 1SE,0.811,0.885,-0.074
2023-03-22,Ottawa 2SE,0.960,0.736,0.224
2023-03-22,Overbrook,0.887,0.894,-0.007
2023-03-22,Parsons,0.651,0.667,-0.015
2023-03-22,Phillipsburg 1SW,0.522,0.433,0.089
2023-03-22,Richfield,0.045,0.023,0.022
2023-03-22,Rossville 2SE,0.815,0.761,0.054
2023-03-22,Roth Tech Farm,0.113,0.155,-0.042
2023-03-22,Russell Springs 3SW,0.536,0.380,0.156
2023-03-22,Satanta,0.012,0.011,0.001
2023-03-22,Scott City 3SE,0.139,0.248,-0.109
2023-03-22,Sedan,0.592,0.622,-0.030
2023-03-22,Silver Lake 4E,0.785,0.676,0.109
2023-03-22,Spearville,0.438,0.157,0.281
2023-03-22,St John 1NW,0.373,0.446,-0.073
2023-03-22,Tribune,0.383,0.360,0.023
2023-03-22,Uniontown 3NW,0.687,0.670,0.017
2023-03-22,Viola,0.401,0.357,0.044
2023-03-22,WaKeeney,0.205,0.297,-0.092
2023-03-22,Washington,0.625,0.439,0.187
2023-03-22,Willis Tech Farm,0.077,0.070,0.007
2023-03-22,Woodson,0.684,0.721,-0.036
2023-03-23,Ashland 8S,0.087,0.146,-0.059
2023-03-23,Ashland Bottoms,0.796,0.741,0.056
2023-03-23,Belleville 2W,0.631,0.585,0.047
2023-03-23,Butler,0.641,0.600,0.042
2023-03-23,Cherokee,0.903,0.825,0.078
2023-03-23,Cheyenne,0.580,0.527,0.054
2023-03-23,Clay,0.214,0.413,-0.200
2023-03-23,Colby,0.575,0.473,0.101
2023-03-23,Corning 2NW,0.744,0.833,-0.089
2023-03-23,Elmdale 1SE,0.641,0.813,-0.172
2023-03-23,Flickner Tech Farm,0.395,0.291,0.104
2023-03-23,Garden City,0.122,0.149,-0.028
2023-03-23,Gove 5SE,0.397,0.339,0.058
2023-03-23,Gypsum,0.586,0.463,0.123
2023-03-23,Harper,0.281,0.255,0.026
2023-03-23,Hays,0.369,0.357,0.012
2023-03-23,Haysville 3SE,0.445,0.636,-0.191
2023-03-23,Hiawatha,0.821,0.804,0.017
2023-03-23,Hodgeman,0.112,0.191,-0.079
2023-03-23,Howard 14NW,0.842,0.523,0.320
2023-03-23,Hutchinson 10SW,0.241,0.278,-0.038
2023-03-23,Jewell,0.402,0.359,0.042
2023-03-23,Lake City,0.412,0.399,0.013
2023-03-23,Lakin,0.243,0.123,0.120
2023-03-23,Lane,0.219,0.221,-0.002
2023-03-23,Leoti,0.097,0.234,-0.137
2023-03-23,Ludell 3N,0.632,0.634,-0.002
2023-03-23,Manhattan,0.774,0.742,0.032
2023-03-23,McPherson 1S,0.294,0.391,-0.096
2023-03-23,Meade,0.033,0.035,-0.002
2023-03-23,Miami,0.956,0.932,0.023
2023-03-23,Mitchell,0.233,0.256,-0.023
2023-03-23,Moscow 10NW,0.066,0.018,0.048
2023-03-23,Norton 4SW,0.413,0.310,0.102
2023-03-23,Oberlin 7NE,0.284,0.421,-0.137
2023-03-23,Olathe,0.952,0.965,-0.013
2023-03-23,Osborne,0.137,0.230,-0.093
2023-03-23,Oskaloosa 1SE,0.816,0.878,-0.061
2023-03-23,Ottawa 2SE,0.960,0.731,0.229
2023-03-23,Overbrook,0.888,0.887,0.001
2023-03-23,Parsons,0.653,0.663,-0.010
2023-03-23,Phillipsburg 1SW,0.516,0.429,0.087
2023-03-23,Richfield,0.050,0.024,0.026
2023-03-23,Rossville 2SE,0.812,0.756,0.057
2023-03-23,Roth Tech Farm,0.119,0.153,-0.034
2023-03-23,Russell Springs 3SW,0.531,0.378,0.153
2023-03-23,Satanta,0.020,0.011,0.009
2023-03-23,Scott City 3SE,0.140,0.245,-0.105
2023-03-23,Sedan,0.597,0.620,-0.023
2023-03-23,Silver Lake 4E,0.786,0.671,0.116
2023-03-23,Spearville,0.437,0.157,0.280
2023-03-23,St John 1NW,0.366,0.440,-0.074
2023-03-23,Tribune,0.387,0.358,0.029
2023-03-23,Uniontown 3NW,0.684,0.666,0.018
2023-03-23,Viola,0.394,0.351,0.043
2023-03-23,WaKeeney,0.199,0.294,-0.095
2023-03-23,Washington,0.625,0.437,0.188
2023-03-23,Willis Tech Farm,0.081,0.069,0.012
2023-03-23,Woodson,0.680,0.717,-0.036
2023-03-24,Ashland 8S,0.083,0.146,-0.063
2023-03-24,Ashland Bottoms,0.791,0.736,0.055
2023-03-24,Belleville 2W,0.628,0.582,0.046
2023-03-24,Butler,0.640,0.596,0.043
2023-03-24,Cherokee,0.929,0.858,0.071
2023-03-24,Cheyenne,0.582,0.529,0.054
2023-03-24,Clay,0.210,0.412,-0.202
2023-03-24,Colby,0.575,0.473,0.102
2023-03-24,Corning 2NW,0.729,0.828,-0.099
2023-03-24,Elmdale 1SE,0.641,0.808,-0.168
2023-03-24,Flickner Tech Farm,0.384,0.287,0.097
2023-03-24,Garden City,0.117,0.150,-0.033
2023-03-24,Gove 5SE,0.394,0.337,0.057
2023-03-24,Gypsum,0.582,0.458,0.124
2023-03-24,Harper,0.274,0.250,0.023
2023-03-24,Hays,0.365,0.353,0.012
2023-03-24,Haysville 3SE,0.438,0.630,-0.192
2023-03-24,Hiawatha,0.816,0.798,0.018
2023-03-24,Hodgeman,0.109,0.192,-0.083
2023-03-24,Howard 14NW,0.827,0.523,0.304
2023-03-24,Hutchinson 10SW,0.226,0.273,-0.047
2023-03-24,Jewell,0.398,0.357,0.041
2023-03-24,Lake City,0.405,0.394,0.011
2023-03-24,Lakin,0.239,0.124,0.115
2023-03-24,Lane,0.219,0.220,-0.001
2023-03-24,Leoti,0.090,0.233,-0.144
2023-03-24,Ludell 3N,0.629,0.631,-0.002
2023-03-24,Manhattan,0.771,0.737,0.033
2023-03-24,McPherson 1S,0.286,0.385,-0.099
2023-03-24,Meade,0.031,0.037,-0.006
2023-03-24,Miami,0.952,0.929,0.023
2023-03-24,Mitchell,0.228,0.253,-0.025
2023-03-24,Moscow 10NW,0.060,0.020,0.041
2023-03-24,Norton 4SW,0.409,0.309,0.101
2023-03-24,Oberlin 7NE,0.284,0.418,-0.135
2023-03-24,Olathe,0.932,0.961,-0.028
2023-03-24,Osborne,0.135,0.227,-0.092
2023-03-24,Oskaloosa 1SE,0.810,0.873,-0.064
2023-03-24,Ottawa 2SE,0.958,0.729,0.229
2023-03-24,Overbrook,0.869,0.884,-0.015
2023-03-24,Parsons,0.658,0.662,-0.004
2023-03-24,Phillipsburg 1SW,0.506,0.426,0.080
2023-03-24,Richfield,0.047,0.028,0.020
2023-03-24,Rossville 2SE,0.802,0.752,0.050
2023-03-24,Roth Tech Farm,0.120,0.153,-0.033
2023-03-24,Russell Springs 3SW,0.529,0.377,0.152
2023-03-24,Satanta,0.014,0.013,0.000
2023-03-24,Scott City 3SE,0.140,0.244,-0.104
2023-03-24,Sedan,0.593,0.621,-0.028
2023-03-24,Silver Lake 4E,0.779,0.668,0.111
2023-03-24,Spearville,0.434,0.159,0.275
2023-03-24,St John 1NW,0.358,0.434,-0.076
2023-03-24,Tribune,0.382,0.357,0.025
2023-03-24,Uniontown 3NW,0.677,0.665,0.011
2023-03-24,Viola,0.383,0.346,0.037
2023-03-24,WaKeeney,0.198,0.292,-0.094
2023-03-24,Washington,0.622,0.436,0.185
2023-03-24,Willis Tech Farm,0.078,0.070,0.008
2023-03-24,Woodson,0.671,0.716,-0.044
2023-03-25,Ashland 8S,0.081,0.147,-0.066
2023-03-25,Ashland Bottoms,0.789,0.732,0.057
2023-03-25,Belleville 2W,0.625,0.580,0.045
2023-03-25,Butler,0.638,0.594,0.043
2023-03-25,Cherokee,0.934,0.858,0.076
2023-03-25,Cheyenne,0.642,0.586,0.056
2023-03-25,Clay,0.207,0.411,-0.203
2023-03-25,Colby,0.571,0.472,0.098
2023-03-25,Corning 2NW,0.719,0.824,-0.105
2023-03-25,Elmdale 1SE,0.639,0.804,-0.165
2023-03-25,Flickner Tech Farm,0.379,0.284,0.095
2023-03-25,Garden City,0.108,0.150,-0.042
2023-03-25,Gove 5SE,0.398,0.336,0.062
2023-03-25,Gypsum,0.579,0.455,0.125
2023-03-25,Harper,0.268,0.246,0.021
2023-03-25,Hays,0.386,0.350,0.036
2023-03-25,Haysville 3SE,0.434,0.625,-0.192
2023-03-25,Hiawatha,0.813,0.794,0.019
2023-03-25,Hodgeman,0.106,0.193,-0.087
2023-03-25,Howard 14NW,0.894,0.524,0.370
2023-03-25,Hutchinson 10SW,0.217,0.268,-0.051
2023-03-25,Jewell,0.397,0.355,0.042
2023-03-25,Lake City,0.399,0.390,0.009
2023-03-25,Lakin,0.230,0.125,0.106
2023-03-25,Lane,0.227,0.221,0.006
2023-03-25,Leoti,0.073,0.233,-0.160
2023-03-25,Ludell 3N,0.647,0.671,-0.024
2023-03-25,Manhattan,0.768,0.734,0.034
2023-03-25,McPherson 1S,0.286,0.381,-0.095
2023-03-25,Meade,0.027,0.039,-0.013
2023-03-25,Miami,0.959,0.972,-0.013
2023-03-25,Mitchell,0.225,0.251,-0.026
2023-03-25,Moscow 10NW,0.047,0.023,0.024
2023-03-25,Norton 4SW,0.408,0.308,0.100
2023-03-25,Oberlin 7NE,0.278,0.416,-0.138
2023-03-25,Olathe,0.965,0.991,-0.026
2023-03-25,Osborne,0.135,0.225,-0.089
2023-03-25,Oskaloosa 1SE,0.858,0.886,-0.028
2023-03-25,Ottawa 2SE,0.967,0.731,0.235
2023-03-25,Overbrook,0.923,0.991,-0.068
2023-03-25,Parsons,0.656,0.665,-0.009
2023-03-25,Phillipsburg 1SW,0.500,0.424,0.076
2023-03-25,Richfield,0.040,0.031,0.008
2023-03-25,Rossville 2SE,0.806,0.750,0.056
2023-03-25,Roth Tech Farm,0.115,0.153,-0.038
2023-03-25,Russell Springs 3SW,0.526,0.377,0.150
2023-03-25,Satanta,0.001,0.016,-0.015
2023-03-25,Scott City 3SE,0.136,0.244,-0.108
2023-03-25,Sedan,0.589,0.624,-0.035
2023-03-25,Silver Lake 4E,0.788,0.668,0.121
2023-03-25,Spearville,0.429,0.161,0.268
2023-03-25,St John 1NW,0.355,0.429,-0.074
2023-03-25,Tribune,0.377,0.357,0.020
2023-03-25,Uniontown 3NW,0.670,0.669,0.001
2023-03-25,Viola,0.376,0.342,0.033
2023-03-25,WaKeeney,0.195,0.291,-0.096
2023-03-25,Washington,0.623,0.436,0.187
2023-03-25,Willis Tech Farm,0.071,0.071,-0.000
2023-03-25,Woodson,0.700,0.720,-0.021
2023-03-26,Ashland 8S,0.077,0.148,-0.071
2023-03-26,Ashland Bottoms,0.794,0.729,0.066
2023-03-26,Belleville 2W,0.626,0.578,0.048
2023-03-26,Butler,0.637,0.592,0.044
2023-03-26,Cherokee,0.937,0.859,0.078
2023-03-26,Cheyenne,0.655,0.587,0.068
2023-03-26,Clay,0.205,0.410,-0.204
2023-03-26,Colby,0.565,0.472,0.093
2023-03-26,Corning 2NW,0.716,0.820,-0.104
2023-03-26,Elmdale 1SE,0.640,0.801,-0.161
2023-03-26,Flickner Tech Farm,0.368,0.280,0.088
2023-03-26,Gove 5SE,0.401,0.334,0.067
2023-03-26,Gypsum,0.582,0.451,0.131
2023-03-26,Harper,0.260,0.242,0.017
2023-03-26,Hays,0.380,0.347,0.033
2023-03-26,Haysville 3SE,0.430,0.621,-0.190
2023-03-26,Hiawatha,0.832,0.790,0.043
2023-03-26,Hodgeman,0.101,0.194,-0.093
2023-03-26,Howard 14NW,0.872,0.527,0.345
2023-03-26,Hutchinson 10SW,0.204,0.263,-0.059
2023-03-26,Jewell,0.402,0.352,0.049
2023-03-26,Lake City,0.392,0.385,0.007
2023-03-26,Lakin,0.227,0.125,0.102
2023-03-26,Lane,0.241,0.220,0.020
2023-03-26,Ludell 3N,0.666,0.699,-0.033
2023-03-26,Manhattan,0.769,0.730,0.038
2023-03-26,McPherson 1S,0.302,0.377,-0.075
2023-03-26,Meade,0.025,0.041,-0.016
2023-03-26,Miami,0.961,0.971,-0.010
2023-03-26,Mitchell,0.221,0.249,-0.029
2023-03-26,Moscow 10NW,0.044,0.025,0.019
2023-03-26,Norton 4SW,0.404,0.307,0.097
2023-03-26,Oberlin 7NE,0.271,0.414,-0.143
2023-03-26,Olathe,0.969,0.989,-0.020
2023-03-26,Osborne,0.134,0.222,-0.088
2023-03-26,Oskaloosa 1SE,0.872,0.883,-0.012
2023-03-26,Ottawa 2SE,0.967,0.733,0.234
2023-03-26,Overbrook,0.934,0.990,-0.056
2023-03-26,Parsons,0.651,0.668,-0.016
2023-03-26,Phillipsburg 1SW,0.497,0.422,0.075
2023-03-26,Richfield,0.037,0.034,0.003
2023-03-26,Rossville 2SE,0.830,0.749,0.081
2023-03-26,Roth Tech Farm,0.113,0.153,-0.041
2023-03-26,Russell Springs 3SW,0.546,0.376,0.170
2023-03-26,Satanta,0.000,0.018,-0.018
2023-03-26,Scott City 3SE,0.129,0.243,-0.114
2023-03-26,Sedan,0.589,0.627,-0.038
2023-03-26,Silver Lake 4E,0.834,0.667,0.167
2023-03-26,Spearville,0.424,0.162,0.262
2023-03-26,St John 1NW,0.348,0.423,-0.075
2023-03-26,Tribune,0.371,0.356,0.015
2023-03-26,Uniontown 3NW,0.673,0.671,0.002
2023-03-26,Viola,0.366,0.338,0.027
2023-03-26,WaKeeney,0.189,0.289,-0.100
2023-03-26,Washington,0.623,0.436,0.187
2023-03-26,Willis Tech Farm,0.067,0.072,-0.005
2023-03-26,Woodson,0.692,0.722,-0.031
2023-03-27,Ashland 8S,0.070,0.147,-0.077
2023-03-27,Ashland Bottoms,0.788,0.726,0.063
2023-03-27,Belleville 2W,0.626,0.576,0.050
2023-03-27,Butler,0.634,0.591,0.043
2023-03-27,Cherokee,0.941,0.858,0.082
2023-03-27,Cheyenne,0.692,0.588,0.104
2023-03-27,Colby,0.564,0.471,0.093
2023-03-27,Corning 2NW,0.710,0.817,-0.107
2023-03-27,Elmdale 1SE,0.634,0.798,-0.163
2023-03-27,Flickner Tech Farm,0.359,0.277,0.082
2023-03-27,Garden City,0.102,0.149,-0.047
2023-03-27,Gove 5SE,0.400,0.332,0.068
2023-03-27,Gypsum,0.577,0.448,0.130
2023-03-27,Harper,0.253,0.238,0.015
2023-03-27,Hays,0.373,0.344,0.029
2023-03-27,Haysville 3SE,0.423,0.616,-0.193
2023-03-27,Hiawatha,0.826,0.786,0.040
2023-03-27,Hodgeman,0.098,0.194,-0.097
2023-03-27,Howard 14NW,0.843,0.529,0.314
2023-03-27,Hutchinson 10SW,0.192,0.258,-0.066
2023-03-27,Jewell,0.402,0.350,0.051
2023-03-27,Lake City,0.387,0.380,0.008
2023-03-27,Lakin,0.228,0.124,0.104
2023-03-27,Lane,0.240,0.219,0.021
2023-03-27,Leoti,0.072,0.232,-0.160
2023-03-27,Ludell 3N,0.676,0.695,-0.019
2023-03-27,Manhattan,0.763,0.727,0.036
2023-03-27,McPherson 1S,0.280,0.373,-0.093
2023-03-27,Meade,0.026,0.041,-0.016
2023-03-27,Miami,0.958,0.970,-0.012
2023-03-27,Mitchell,0.211,0.247,-0.036
2023-03-27,Moscow 10NW,0.051,0.026,0.025
2023-03-27,Norton 4SW,0.400,0.305,0.094
2023-03-27,Oberlin 7NE,0.277,0.411,-0.134
2023-03-27,Olathe,0.948,0.987,-0.040
2023-03-27,Osborne,0.125,0.220,-0.095
2023-03-27,Oskaloosa 1SE,0.846,0.882,-0.036
2023-03-27,Ottawa 2SE,0.964,0.734,0.229
2023-03-27,Overbrook,0.931,0.988,-0.057
2023-03-27,Parsons,0.644,0.670,-0.026
2023-03-27,Phillipsburg 1SW,0.488,0.419,0.068
2023-03-27,Richfield,0.042,0.035,0.007
2023-03-27,Rossville 2SE,0.817,0.748,0.069
2023-03-27,Roth Tech Farm,0.115,0.152,-0.037
2023-03-27,Russell Springs 3SW,0.551,0.375,0.177
2023-03-27,Satanta,0.004,0.019,-0.015
2023-03-27,Scott City 3SE,0.130,0.242,-0.112
2023-03-27,Sedan,0.582,0.630,-0.048
2023-03-27,Silver Lake 4E,0.815,0.667,0.148
2023-03-27,Spearville,0.423,0.163,0.260
2023-03-27,St John 1NW,0.340,0.417,-0.077
2023-03-27,Tribune,0.370,0.354,0.016
2023-03-27,Uniontown 3NW,0.669,0.673,-0.004
2023-03-27,Viola,0.355,0.334,0.021
2023-03-27,WaKeeney,0.184,0.288,-0.103
2023-03-27,Washington,0.614,0.436,0.178
2023-03-27,Willis Tech Farm,0.070,0.072,-0.002
2023-03-27,Woodson,0.680,0.724,-0.045
2023-03-28,Ashland 8S,0.070,0.145,-0.076
2023-03-28,Ashland Bottoms,0.788,0.723,0.066
2023-03-28,Belleville 2W,0.623,0.573,0.050
