date,STATION,faw_obs,faw_model,residual
2020-08-19,Hodgeman,0.189,0.274,-0.085
2020-08-19,Hutchinson 10SW,0.293,0.239,0.055
2020-08-19,Jewell,0.577,0.432,0.145
2020-08-19,Lake City,0.688,0.711,-0.022
2020-08-19,Lakin,0.443,0.587,-0.144
2020-08-19,Lane,0.445,0.426,0.018
2020-08-19,Leoti,0.622,0.580,0.042
2020-08-19,Manhattan,0.672,0.627,0.044
2020-08-19,McPherson 1S,0.489,0.300,0.189
2020-08-19,Meade,0.662,0.641,0.021
2020-08-19,Miami,0.305,0.312,-0.007
2020-08-19,Mitchell,0.583,0.601,-0.018
2020-08-19,Moscow 10NW,0.400,0.327,0.073
2020-08-19,Norton 4SW,0.548,0.433,0.116
2020-08-19,Oberlin 7NE,0.459,0.482,-0.023
2020-08-19,Osborne,0.339,0.313,0.027
2020-08-19,Oskaloosa 1SE,0.393,0.444,-0.051
2020-08-19,Ottawa 2SE,0.207,0.337,-0.129
2020-08-19,Overbrook,0.484,0.467,0.017
2020-08-19,Parsons,0.096,0.135,-0.038
2020-08-19,Phillipsburg 1SW,0.241,0.423,-0.182
2020-08-19,Richfield,0.590,0.593,-0.003
2020-08-19,Rossville 2SE,0.361,0.511,-0.150
2020-08-19,Roth Tech Farm,0.461,0.353,0.108
2020-08-19,Russell Springs 3SW,0.324,0.304,0.020
2020-08-19,Satanta,0.636,0.540,0.096
2020-08-19,Sedan,0.027,0.153,-0.126
2020-08-19,Silver Lake 4E,0.554,0.489,0.065
2020-08-19,Tribune,0.424,0.454,-0.029
2020-08-19,Viola,0.235,0.254,-0.019
2020-08-19,Washington,0.762,0.613,0.148
2020-08-19,Willis Tech Farm,0.406,0.601,-0.195
2020-08-19,Woodson,0.186,0.096,0.090
2020-08-20,Ashland 8S,0.258,0.254,0.004
2020-08-20,Ashland Bottoms,0.595,0.685,-0.090
2020-08-20,Belleville 2W,0.328,0.482,-0.155
2020-08-20,Butler,0.167,0.294,-0.127
2020-08-20,Cherokee,0.046,0.077,-0.032
2020-08-20,Cheyenne,0.290,0.300,-0.010
2020-08-20,Clay,0.813,0.722,0.091
2020-08-20,Colby,0.590,0.625,-0.034
2020-08-20,Corning 2NW,0.512,0.553,-0.041
2020-08-20,Elmdale 1SE,0.707,0.508,0.199
2020-08-20,Flickner Tech Farm,0.186,0.246,-0.060
2020-08-20,Garden City,0.299,0.411,-0.112
2020-08-20,Gypsum,0.470,0.573,-0.104
2020-08-20,Harper,0.273,0.319,-0.046
2020-08-20,Hays,0.114,0.262,-0.147
2020-08-20,Hodgeman,0.178,0.256,-0.078
2020-08-20,Hutchinson 10SW,0.283,0.233,0.050
2020-08-20,Jewell,0.553,0.419,0.134
2020-08-20,Lake City,0.635,0.686,-0.051
2020-08-20,Lakin,0.407,0.563,-0.156
2020-08-20,Lane,0.432,0.406,0.026
2020-08-20,Leoti,0.718,0.557,0.161
2020-08-20,Manhattan,0.638,0.609,0.029
2020-08-20,McPherson 1S,0.479,0.294,0.185
2020-08-20,Meade,0.622,0.618,0.004
2020-08-20,Miami,0.280,0.295,-0.016
2020-08-20,Mitchell,0.551,0.583,-0.032
2020-08-20,Moscow 10NW,0.389,0.314,0.075
2020-08-20,Norton 4SW,0.525,0.414,0.111
2020-08-20,Oberlin 7NE,0.443,0.465,-0.022
2020-08-20,Osborne,0.329,0.300,0.030
2020-08-20,Oskaloosa 1SE,0.372,0.423,-0.052
2020-08-20,Ottawa 2SE,0.199,0.320,-0.121
2020-08-20,Overbrook,0.460,0.447,0.012
2020-08-20,Parsons,0.076,0.125,-0.049
2020-08-20,Phillipsburg 1SW,0.225,0.403,-0.178
2020-08-20,Richfield,0.565,0.572,-0.007
2020-08-20,Rossville 2SE,0.331,0.492,-0.161
2020-08-20,Roth Tech Farm,0.454,0.336,0.118
2020-08-20,Russell Springs 3SW,0.304,0.290,0.014
2020-08-20,Satanta,0.625,0.519,0.106
2020-08-20,Sedan,0.019,0.141,-0.121
2020-08-20,Silver Lake 4E,0.529,0.470,0.059
2020-08-20,Tribune,0.405,0.436,-0.030
2020-08-20,Viola,0.222,0.245,-0.024
2020-08-20,Washington,0.753,0.598,0.155
2020-08-20,Willis Tech Farm,0.386,0.576,-0.189
2020-08-20,Woodson,0.180,0.090,0.090
2020-08-21,Ashland 8S,0.251,0.242,0.009
2020-08-21,Ashland Bottoms,0.575,0.664,-0.089
2020-08-21,Belleville 2W,0.318,0.470,-0.151
2020-08-21,Butler,0.159,0.283,-0.125
2020-08-21,Cherokee,0.041,0.068,-0.028
2020-08-21,Cheyenne,0.292,0.289,0.003
2020-08-21,Clay,0.782,0.702,0.080
2020-08-21,Colby,0.566,0.603,-0.037
2020-08-21,Corning 2NW,0.481,0.532,-0.052
2020-08-21,Elmdale 1SE,0.705,0.492,0.213
2020-08-21,Flickner Tech Farm,0.186,0.240,-0.054
2020-08-21,Garden City,0.278,0.393,-0.115
2020-08-21,Gove 5SE,0.646,0.621,0.025
2020-08-21,Gypsum,0.448,0.558,-0.110
2020-08-21,Harper,0.269,0.305,-0.036
2020-08-21,Hays,0.098,0.243,-0.144
2020-08-21,Hodgeman,0.169,0.239,-0.070
2020-08-21,Hutchinson 10SW,0.276,0.226,0.050
2020-08-21,Jewell,0.527,0.406,0.121
2020-08-21,Lake City,0.566,0.660,-0.094
2020-08-21,Lakin,0.367,0.541,-0.174
2020-08-21,Lane,0.419,0.388,0.031
2020-08-21,Leoti,0.613,0.536,0.077
2020-08-21,Manhattan,0.607,0.590,0.017
2020-08-21,McPherson 1S,0.474,0.287,0.187
2020-08-21,Meade,0.575,0.595,-0.020
2020-08-21,Miami,0.252,0.278,-0.026
2020-08-21,Mitchell,0.518,0.565,-0.046
2020-08-21,Moscow 10NW,0.384,0.301,0.083
2020-08-21,Norton 4SW,0.496,0.396,0.100
2020-08-21,Oberlin 7NE,0.425,0.505,-0.080
2020-08-21,Osborne,0.320,0.286,0.034
2020-08-21,Oskaloosa 1SE,0.354,0.403,-0.049
2020-08-21,Ottawa 2SE,0.195,0.304,-0.109
2020-08-21,Overbrook,0.447,0.428,0.020
2020-08-21,Parsons,0.057,0.114,-0.058
2020-08-21,Phillipsburg 1SW,0.215,0.383,-0.167
2020-08-21,Richfield,0.543,0.552,-0.009
2020-08-21,Rossville 2SE,0.296,0.472,-0.177
2020-08-21,Roth Tech Farm,0.448,0.321,0.127
2020-08-21,Russell Springs 3SW,0.285,0.279,0.006
2020-08-21,Satanta,0.609,0.499,0.110
2020-08-21,Sedan,0.014,0.129,-0.115
2020-08-21,Silver Lake 4E,0.505,0.450,0.055
2020-08-21,Tribune,0.389,0.419,-0.030
2020-08-21,Viola,0.210,0.235,-0.026
2020-08-21,Washington,0.743,0.582,0.161
2020-08-21,Willis Tech Farm,0.367,0.553,-0.186
2020-08-21,Woodson,0.175,0.084,0.091
2020-08-22,Ashland 8S,0.244,0.230,0.014
2020-08-22,Ashland Bottoms,0.553,0.643,-0.091
2020-08-22,Belleville 2W,0.306,0.457,-0.151
2020-08-22,Butler,0.153,0.273,-0.120
2020-08-22,Cherokee,0.036,0.059,-0.024
2020-08-22,Cheyenne,0.287,0.279,0.008
2020-08-22,Clay,0.753,0.682,0.071
2020-08-22,Colby,0.547,0.582,-0.036
2020-08-22,Corning 2NW,0.439,0.512,-0.073
2020-08-22,Elmdale 1SE,0.697,0.477,0.220
2020-08-22,Flickner Tech Farm,0.180,0.234,-0.054
2020-08-22,Garden City,0.264,0.375,-0.111
2020-08-22,Gove 5SE,0.622,0.620,0.002
2020-08-22,Gypsum,0.425,0.543,-0.117
2020-08-22,Harper,0.264,0.291,-0.027
2020-08-22,Hays,0.085,0.226,-0.141
2020-08-22,Hodgeman,0.162,0.223,-0.061
2020-08-22,Hutchinson 10SW,0.267,0.219,0.048
2020-08-22,Jewell,0.498,0.393,0.105
2020-08-22,Lake City,0.547,0.633,-0.087
2020-08-22,Lakin,0.335,0.520,-0.185
2020-08-22,Lane,0.408,0.371,0.037
2020-08-22,Leoti,0.688,0.516,0.172
2020-08-22,Manhattan,0.581,0.572,0.010
2020-08-22,McPherson 1S,0.461,0.280,0.181
2020-08-22,Meade,0.540,0.572,-0.032
2020-08-22,Miami,0.228,0.262,-0.034
2020-08-22,Mitchell,0.489,0.547,-0.057
2020-08-22,Moscow 10NW,0.379,0.289,0.090
2020-08-22,Norton 4SW,0.469,0.378,0.090
2020-08-22,Oberlin 7NE,0.413,0.487,-0.073
2020-08-22,Osborne,0.309,0.273,0.035
2020-08-22,Oskaloosa 1SE,0.335,0.382,-0.048
2020-08-22,Ottawa 2SE,0.199,0.288,-0.089
2020-08-22,Overbrook,0.441,0.408,0.033
2020-08-22,Parsons,0.041,0.104,-0.063
2020-08-22,Phillipsburg 1SW,0.204,0.363,-0.159
2020-08-22,Richfield,0.522,0.532,-0.010
2020-08-22,Rossville 2SE,0.253,0.453,-0.200
2020-08-22,Roth Tech Farm,0.442,0.306,0.135
2020-08-22,Russell Springs 3SW,0.270,0.268,0.002
2020-08-22,Satanta,0.600,0.480,0.120
2020-08-22,Sedan,0.008,0.117,-0.109
2020-08-22,Silver Lake 4E,0.480,0.431,0.049
2020-08-22,Tribune,0.374,0.404,-0.030
2020-08-22,Viola,0.201,0.225,-0.024
2020-08-22,Washington,0.726,0.566,0.160
2020-08-22,Willis Tech Farm,0.354,0.530,-0.176
2020-08-22,Woodson,0.170,0.077,0.093
2020-08-23,Ashland 8S,0.238,0.218,0.021
2020-08-23,Ashland Bottoms,0.530,0.622,-0.092
2020-08-23,Belleville 2W,0.295,0.444,-0.148
2020-08-23,Butler,0.145,0.263,-0.118
2020-08-23,Cherokee,0.033,0.051,-0.018
2020-08-23,Cheyenne,0.285,0.269,0.015
2020-08-23,Clay,0.726,0.662,0.064
2020-08-23,Colby,0.528,0.563,-0.035
2020-08-23,Corning 2NW,0.398,0.490,-0.093
2020-08-23,Elmdale 1SE,0.695,0.462,0.233
2020-08-23,Flickner Tech Farm,0.178,0.228,-0.050
2020-08-23,Garden City,0.250,0.359,-0.109
2020-08-23,Gove 5SE,0.594,0.596,-0.002
2020-08-23,Gypsum,0.400,0.528,-0.128
2020-08-23,Harper,0.257,0.276,-0.020
2020-08-23,Hays,0.073,0.209,-0.136
2020-08-23,Hodgeman,0.156,0.208,-0.052
2020-08-23,Hutchinson 10SW,0.265,0.212,0.053
2020-08-23,Jewell,0.471,0.380,0.091
2020-08-23,Lake City,0.482,0.607,-0.124
2020-08-23,Lakin,0.305,0.500,-0.195
2020-08-23,Lane,0.396,0.355,0.040
2020-08-23,Leoti,0.679,0.498,0.181
2020-08-23,Manhattan,0.558,0.553,0.005
2020-08-23,McPherson 1S,0.454,0.272,0.182
2020-08-23,Meade,0.499,0.551,-0.052
2020-08-23,Miami,0.206,0.246,-0.040
2020-08-23,Mitchell,0.467,0.528,-0.062
2020-08-23,Moscow 10NW,0.375,0.277,0.098
2020-08-23,Norton 4SW,0.445,0.360,0.085
2020-08-23,Oberlin 7NE,0.402,0.468,-0.066
2020-08-23,Osborne,0.296,0.260,0.036
2020-08-23,Oskaloosa 1SE,0.318,0.362,-0.044
2020-08-23,Ottawa 2SE,0.201,0.272,-0.071
2020-08-23,Overbrook,0.435,0.389,0.046
2020-08-23,Parsons,0.028,0.095,-0.067
2020-08-23,Phillipsburg 1SW,0.196,0.344,-0.147
2020-08-23,Richfield,0.497,0.514,-0.017
2020-08-23,Rossville 2SE,0.206,0.433,-0.227
2020-08-23,Roth Tech Farm,0.436,0.293,0.143
2020-08-23,Russell Springs 3SW,0.256,0.259,-0.003
2020-08-23,Satanta,0.585,0.462,0.123
2020-08-23,Sedan,0.003,0.106,-0.103
2020-08-23,Silver Lake 4E,0.455,0.411,0.044
2020-08-23,Tribune,0.361,0.390,-0.029
2020-08-23,Viola,0.192,0.216,-0.023
2020-08-23,Washington,0.709,0.550,0.160
2020-08-23,Willis Tech Farm,0.335,0.510,-0.175
2020-08-23,Woodson,0.166,0.071,0.094
2020-08-24,Ashland 8S,0.232,0.205,0.027
2020-08-24,Ashland Bottoms,0.505,0.601,-0.096
2020-08-24,Belleville 2W,0.280,0.430,-0.150
2020-08-24,Butler,0.140,0.254,-0.114
2020-08-24,Cherokee,0.030,0.042,-0.013
2020-08-24,Cheyenne,0.280,0.261,0.019
2020-08-24,Clay,0.697,0.641,0.055
2020-08-24,Colby,0.511,0.544,-0.033
2020-08-24,Corning 2NW,0.351,0.469,-0.117
2020-08-24,Elmdale 1SE,0.687,0.448,0.239
2020-08-24,Flickner Tech Farm,0.175,0.222,-0.047
2020-08-24,Garden City,0.237,0.344,-0.108
2020-08-24,Gove 5SE,0.561,0.573,-0.012
2020-08-24,Gypsum,0.371,0.512,-0.141
2020-08-24,Harper,0.247,0.263,-0.015
2020-08-24,Hays,0.060,0.193,-0.133
2020-08-24,Hodgeman,0.149,0.194,-0.045
2020-08-24,Hutchinson 10SW,0.259,0.205,0.054
2020-08-24,Jewell,0.439,0.366,0.073
2020-08-24,Lake City,0.420,0.580,-0.161
2020-08-24,Lakin,0.274,0.482,-0.207
2020-08-24,Lane,0.384,0.340,0.044
2020-08-24,Leoti,0.607,0.481,0.127
2020-08-24,Manhattan,0.535,0.534,0.002
2020-08-24,McPherson 1S,0.448,0.265,0.183
2020-08-24,Meade,0.451,0.530,-0.079
2020-08-24,Miami,0.183,0.231,-0.048
2020-08-24,Mitchell,0.444,0.510,-0.065
2020-08-24,Moscow 10NW,0.372,0.267,0.106
2020-08-24,Norton 4SW,0.423,0.343,0.080
2020-08-24,Oberlin 7NE,0.390,0.449,-0.059
2020-08-24,Osborne,0.281,0.246,0.035
2020-08-24,Oskaloosa 1SE,0.303,0.342,-0.039
2020-08-24,Ottawa 2SE,0.202,0.257,-0.055
2020-08-24,Overbrook,0.425,0.371,0.054
2020-08-24,Parsons,0.018,0.086,-0.068
2020-08-24,Phillipsburg 1SW,0.188,0.324,-0.136
2020-08-24,Richfield,0.475,0.497,-0.022
2020-08-24,Rossville 2SE,0.158,0.414,-0.256
2020-08-24,Roth Tech Farm,0.430,0.281,0.149
2020-08-24,Russell Springs 3SW,0.243,0.250,-0.007
2020-08-24,Satanta,0.572,0.444,0.128
2020-08-24,Sedan,-0.001,0.097,-0.098
2020-08-24,Silver Lake 4E,0.432,0.392,0.040
2020-08-24,Tribune,0.349,0.377,-0.028
2020-08-24,Viola,0.184,0.206,-0.023
2020-08-24,Washington,0.689,0.533,0.156
2020-08-24,Willis Tech Farm,0.317,0.490,-0.173
2020-08-24,Woodson,0.162,0.066,0.096
2020-08-25,Ashland 8S,0.226,0.193,0.034
2020-08-25,Ashland Bottoms,0.478,0.580,-0.103
2020-08-25,Belleville 2W,0.266,0.415,-0.149
2020-08-25,Butler,0.134,0.246,-0.112
2020-08-25,Cherokee,0.026,0.035,-0.009
2020-08-25,Cheyenne,0.275,0.253,0.022
2020-08-25,Clay,0.670,0.621,0.049
2020-08-25,Colby,0.489,0.526,-0.037
2020-08-25,Corning 2NW,0.314,0.446,-0.132
2020-08-25,Elmdale 1SE,0.677,0.434,0.243
2020-08-25,Flickner Tech Farm,0.173,0.216,-0.043
2020-08-25,Garden City,0.225,0.330,-0.105
2020-08-25,Gove 5SE,0.520,0.552,-0.031
2020-08-25,Gypsum,0.343,0.497,-0.154
2020-08-25,Harper,0.238,0.249,-0.011
2020-08-25,Hays,0.050,0.177,-0.127
2020-08-25,Hodgeman,0.143,0.180,-0.037
2020-08-25,Hutchinson 10SW,0.254,0.197,0.057
2020-08-25,Jewell,0.407,0.351,0.056
2020-08-25,Lake City,0.357,0.554,-0.197
2020-08-25,Lakin,0.243,0.464,-0.221
2020-08-25,Lane,0.371,0.327,0.044
2020-08-25,Leoti,0.639,0.465,0.174
2020-08-25,Manhattan,0.513,0.514,-0.001
2020-08-25,McPherson 1S,0.450,0.258,0.193
2020-08-25,Meade,0.398,0.510,-0.111
2020-08-25,Miami,0.163,0.216,-0.053
2020-08-25,Mitchell,0.433,0.491,-0.058
2020-08-25,Moscow 10NW,0.365,0.257,0.108
2020-08-25,Norton 4SW,0.400,0.326,0.075
2020-08-25,Oberlin 7NE,0.377,0.431,-0.054
2020-08-25,Osborne,0.278,0.232,0.045
2020-08-25,Oskaloosa 1SE,0.288,0.322,-0.034
2020-08-25,Ottawa 2SE,0.204,0.243,-0.038
2020-08-25,Overbrook,0.415,0.353,0.062
2020-08-25,Parsons,0.011,0.078,-0.067
2020-08-25,Phillipsburg 1SW,0.182,0.306,-0.124
2020-08-25,Richfield,0.449,0.480,-0.031
2020-08-25,Rossville 2SE,0.113,0.394,-0.281
2020-08-25,Roth Tech Farm,0.424,0.269,0.154
2020-08-25,Russell Springs 3SW,0.229,0.242,-0.013
2020-08-25,Satanta,0.553,0.428,0.125
2020-08-25,Sedan,-0.005,0.088,-0.093
2020-08-25,Silver Lake 4E,0.407,0.372,0.035
2020-08-25,Tribune,0.336,0.365,-0.029
2020-08-25,Viola,0.177,0.198,-0.020
2020-08-25,Washington,0.659,0.515,0.144
2020-08-25,Willis Tech Farm,0.297,0.472,-0.174
2020-08-25,Woodson,0.156,0.062,0.094
2020-08-26,Ashland 8S,0.220,0.180,0.041
2020-08-26,Ashland Bottoms,0.452,0.559,-0.107
2020-08-26,Belleville 2W,0.249,0.400,-0.151
2020-08-26,Butler,0.129,0.238,-0.109
2020-08-26,Cherokee,0.023,0.029,-0.006
2020-08-26,Cheyenne,0.273,0.246,0.027
2020-08-26,Clay,0.642,0.599,0.043
2020-08-26,Colby,0.469,0.508,-0.039
2020-08-26,Corning 2NW,0.284,0.423,-0.139
2020-08-26,Elmdale 1SE,0.665,0.421,0.244
2020-08-26,Flickner Tech Farm,0.170,0.210,-0.040
2020-08-26,Garden City,0.216,0.316,-0.101
2020-08-26,Gove 5SE,0.484,0.531,-0.047
2020-08-26,Gypsum,0.313,0.482,-0.169
2020-08-26,Harper,0.227,0.235,-0.008
2020-08-26,Hays,0.038,0.162,-0.124
2020-08-26,Hodgeman,0.138,0.167,-0.029
2020-08-26,Hutchinson 10SW,0.249,0.190,0.059
2020-08-26,Jewell,0.366,0.336,0.030
2020-08-26,Lake City,0.294,0.527,-0.233
2020-08-26,Lakin,0.214,0.447,-0.233
2020-08-26,Lane,0.359,0.313,0.045
2020-08-26,Leoti,0.618,0.449,0.169
2020-08-26,Manhattan,0.495,0.494,0.001
2020-08-26,McPherson 1S,0.445,0.250,0.195
2020-08-26,Meade,0.350,0.489,-0.139
2020-08-26,Miami,0.143,0.203,-0.059
2020-08-26,Mitchell,0.435,0.472,-0.037
2020-08-26,Moscow 10NW,0.358,0.247,0.111
2020-08-26,Norton 4SW,0.382,0.310,0.072
2020-08-26,Oberlin 7NE,0.363,0.413,-0.051
2020-08-26,Osborne,0.271,0.219,0.052
2020-08-26,Oskaloosa 1SE,0.278,0.302,-0.024
2020-08-26,Ottawa 2SE,0.204,0.229,-0.025
2020-08-26,Overbrook,0.404,0.335,0.069
2020-08-26,Parsons,0.006,0.071,-0.065
2020-08-26,Phillipsburg 1SW,0.175,0.289,-0.114
2020-08-26,Richfield,0.430,0.464,-0.034
2020-08-26,Rossville 2SE,0.076,0.374,-0.298
2020-08-26,Roth Tech Farm,0.417,0.258,0.159
2020-08-26,Russell Springs 3SW,0.218,0.234,-0.016
2020-08-26,Satanta,0.539,0.411,0.128
2020-08-26,Sedan,-0.008,0.080,-0.088
2020-08-26,Silver Lake 4E,0.390,0.352,0.038
2020-08-26,Tribune,0.324,0.353,-0.029
2020-08-26,Viola,0.170,0.189,-0.019
2020-08-26,Washington,0.634,0.497,0.138
2020-08-26,Willis Tech Farm,0.280,0.453,-0.173
2020-08-26,Woodson,0.152,0.057,0.095
2020-08-27,Ashland 8S,0.217,0.165,0.052
2020-08-27,Ashland Bottoms,0.432,0.537,-0.105
2020-08-27,Belleville 2W,0.231,0.385,-0.154
2020-08-27,Butler,0.125,0.230,-0.105
2020-08-27,Cherokee,0.021,0.023,-0.002
2020-08-27,Cheyenne,0.271,0.239,0.032
2020-08-27,Clay,0.616,0.578,0.038
2020-08-27,Colby,0.455,0.491,-0.036
2020-08-27,Corning 2NW,0.257,0.399,-0.142
2020-08-27,Elmdale 1SE,0.657,0.407,0.250
2020-08-27,Flickner Tech Farm,0.168,0.204,-0.036
2020-08-27,Garden City,0.209,0.302,-0.094
2020-08-27,Gove 5SE,0.450,0.510,-0.060
2020-08-27,Gypsum,0.287,0.466,-0.179
2020-08-27,Harper,0.215,0.221,-0.006
2020-08-27,Hays,0.030,0.148,-0.117
2020-08-27,Hodgeman,0.135,0.154,-0.018
2020-08-27,Hutchinson 10SW,0.251,0.182,0.068
2020-08-27,Jewell,0.343,0.322,0.021
2020-08-27,Lake City,0.243,0.499,-0.257
2020-08-27,Lakin,0.192,0.430,-0.238
2020-08-27,Lane,0.348,0.300,0.048
2020-08-27,Leoti,0.622,0.434,0.189
2020-08-27,Manhattan,0.482,0.473,0.009
2020-08-27,McPherson 1S,0.439,0.243,0.196
2020-08-27,Meade,0.307,0.469,-0.162
2020-08-27,Miami,0.129,0.190,-0.061
2020-08-27,Mitchell,0.438,0.453,-0.015
2020-08-27,Moscow 10NW,0.351,0.236,0.115
2020-08-27,Norton 4SW,0.365,0.294,0.071
2020-08-27,Oberlin 7NE,0.352,0.397,-0.045
2020-08-27,Osborne,0.268,0.206,0.061
2020-08-27,Oskaloosa 1SE,0.268,0.283,-0.015
2020-08-27,Ottawa 2SE,0.206,0.216,-0.010
2020-08-27,Overbrook,0.397,0.318,0.079
2020-08-27,Parsons,0.002,0.065,-0.062
2020-08-27,Phillipsburg 1SW,0.172,0.272,-0.101
2020-08-27,Richfield,0.411,0.448,-0.037
2020-08-27,Rossville 2SE,0.054,0.353,-0.300
2020-08-27,Roth Tech Farm,0.411,0.247,0.164
2020-08-27,Russell Springs 3SW,0.210,0.226,-0.015
2020-08-27,Satanta,0.524,0.395,0.130
2020-08-27,Sedan,-0.011,0.073,-0.085
2020-08-27,Silver Lake 4E,0.372,0.332,0.040
2020-08-27,Tribune,0.316,0.342,-0.026
2020-08-27,Viola,0.165,0.181,-0.016
2020-08-27,Washington,0.610,0.478,0.132
2020-08-27,Willis Tech Farm,0.268,0.435,-0.168
2020-08-27,Woodson,0.149,0.054,0.095
2020-08-28,Ashland 8S,0.214,0.150,0.064
2020-08-28,Ashland Bottoms,0.413,0.515,-0.102
2020-08-28,Belleville 2W,0.214,0.369,-0.156
2020-08-28,Butler,0.123,0.224,-0.100
2020-08-28,Cherokee,0.030,0.026,0.005
2020-08-28,Cheyenne,0.267,0.233,0.035
2020-08-28,Clay,0.595,0.556,0.039
2020-08-28,Colby,0.444,0.475,-0.031
2020-08-28,Corning 2NW,0.241,0.375,-0.134
2020-08-28,Elmdale 1SE,0.644,0.394,0.249
2020-08-28,Flickner Tech Farm,0.165,0.198,-0.033
2020-08-28,Garden City,0.204,0.289,-0.085
2020-08-28,Gove 5SE,0.422,0.491,-0.068
2020-08-28,Gypsum,0.267,0.452,-0.185
2020-08-28,Harper,0.206,0.207,-0.001
2020-08-28,Hays,0.024,0.135,-0.110
2020-08-28,Hodgeman,0.133,0.141,-0.008
2020-08-28,Hutchinson 10SW,0.247,0.175,0.071
2020-08-28,Jewell,0.324,0.308,0.016
2020-08-28,Lake City,0.201,0.472,-0.271
2020-08-28,Lakin,0.172,0.414,-0.242
2020-08-28,Lane,0.340,0.287,0.053
2020-08-28,Leoti,0.607,0.419,0.188
2020-08-28,Manhattan,0.471,0.453,0.018
2020-08-28,McPherson 1S,0.435,0.236,0.199
2020-08-28,Meade,0.270,0.448,-0.178
2020-08-28,Miami,0.115,0.178,-0.063
2020-08-28,Mitchell,0.438,0.436,0.003
2020-08-28,Moscow 10NW,0.348,0.226,0.122
2020-08-28,Norton 4SW,0.351,0.280,0.071
2020-08-28,Oberlin 7NE,0.342,0.381,-0.039
2020-08-28,Osborne,0.264,0.195,0.069
2020-08-28,Oskaloosa 1SE,0.261,0.264,-0.004
2020-08-28,Ottawa 2SE,0.208,0.204,0.004
2020-08-28,Overbrook,0.386,0.302,0.084
2020-08-28,Parsons,-0.001,0.059,-0.061
2020-08-28,Phillipsburg 1SW,0.167,0.257,-0.090
2020-08-28,Richfield,0.394,0.432,-0.039
2020-08-28,Rossville 2SE,0.041,0.334,-0.293
2020-08-28,Roth Tech Farm,0.408,0.236,0.172
2020-08-28,Russell Springs 3SW,0.203,0.218,-0.016
2020-08-28,Satanta,0.510,0.378,0.131
2020-08-28,Sedan,-0.015,0.067,-0.083
2020-08-28,Silver Lake 4E,0.355,0.313,0.042
2020-08-28,Tribune,0.309,0.331,-0.022
2020-08-28,Viola,0.162,0.173,-0.011
2020-08-28,Washington,0.586,0.459,0.127
2020-08-28,Willis Tech Farm,0.258,0.418,-0.160
2020-08-28,Woodson,0.144,0.051,0.092
2020-08-29,Ashland 8S,0.211,0.136,0.076
2020-08-29,Ashland Bottoms,0.402,0.579,-0.177
2020-08-29,Belleville 2W,0.196,0.355,-0.159
2020-08-29,Butler,0.327,0.352,-0.024
2020-08-29,Cherokee,0.029,0.021,0.007
2020-08-29,Cheyenne,0.262,0.227,0.035
2020-08-29,Clay,0.661,0.649,0.012
2020-08-29,Colby,0.436,0.460,-0.024
2020-08-29,Corning 2NW,0.224,0.353,-0.129
2020-08-29,Elmdale 1SE,0.633,0.382,0.251
2020-08-29,Flickner Tech Farm,0.207,0.249,-0.043
2020-08-29,Garden City,0.333,0.462,-0.129
2020-08-29,Gove 5SE,0.680,0.663,0.018
2020-08-29,Gypsum,0.250,0.463,-0.213
2020-08-29,Harper,0.194,0.193,0.001
2020-08-29,Hays,0.586,0.552,0.034
2020-08-29,Hodgeman,0.433,0.371,0.063
2020-08-29,Hutchinson 10SW,0.242,0.168,0.073
2020-08-29,Jewell,0.305,0.295,0.010
2020-08-29,Lake City,0.240,0.474,-0.235
2020-08-29,Lakin,0.273,0.565,-0.291
2020-08-29,Lane,0.591,0.649,-0.059
2020-08-29,Leoti,0.688,0.637,0.052
2020-08-29,Manhattan,0.527,0.507,0.020
2020-08-29,McPherson 1S,0.479,0.309,0.170
2020-08-29,Meade,0.236,0.428,-0.192
2020-08-29,Miami,0.106,0.168,-0.062
2020-08-29,Mitchell,0.474,0.461,0.013
2020-08-29,Moscow 10NW,0.463,0.426,0.037
2020-08-29,Norton 4SW,0.338,0.267,0.072
2020-08-29,Oberlin 7NE,0.331,0.366,-0.035
2020-08-29,Osborne,0.270,0.251,0.020
2020-08-29,Oskaloosa 1SE,0.275,0.330,-0.055
2020-08-29,Ottawa 2SE,0.207,0.194,0.013
2020-08-29,Overbrook,0.376,0.288,0.088
2020-08-29,Parsons,-0.001,0.055,-0.056
2020-08-29,Phillipsburg 1SW,0.165,0.244,-0.079
2020-08-29,Richfield,0.381,0.418,-0.037
2020-08-29,Rossville 2SE,0.032,0.319,-0.287
2020-08-29,Roth Tech Farm,0.425,0.619,-0.193
2020-08-29,Russell Springs 3SW,0.194,0.318,-0.124
2020-08-29,Satanta,0.500,0.362,0.138
2020-08-29,Sedan,0.019,0.122,-0.103
2020-08-29,Silver Lake 4E,0.341,0.302,0.039
2020-08-29,Tribune,0.517,0.499,0.017
2020-08-29,Viola,0.402,0.313,0.089
2020-08-29,Washington,0.561,0.440,0.121
2020-08-29,Willis Tech Farm,0.523,0.585,-0.062
2020-08-29,Woodson,0.142,0.049,0.093
2020-08-30,Ashland 8S,0.206,0.121,0.084
2020-08-30,Ashland Bottoms,0.399,0.563,-0.164
2020-08-30,Belleville 2W,0.178,0.340,-0.162
2020-08-30,Butler,0.292,0.343,-0.051
2020-08-30,Cherokee,0.087,0.136,-0.049
2020-08-30,Cheyenne,0.258,0.220,0.037
